road,suburb,county,state_district,state,ISO3166-2-lvl4,postcode,country,country_code,city,neighbourhood,village,city_district,amenity,house_number,tourism,shop,man_made,town,healthcare,municipality,district,industrial,highway,building,residential,office,historic,railway,place
Anna Salai (Mount Road),Zone 13 Adyar,,Chennai District,Tamil Nadu,IN-TN,600001,India,in,Chennai,Todhunter Nagar,,,,,,,,,,,,,,,,,,,
Anna Salai (Mount Road),Zone 13 Adyar,,Chennai District,Tamil Nadu,IN-TN,600001,India,in,Chennai,Jothiammal Nagar,,,,,,,,,,,,,,,,,,,
Anna Salai (Mount Road),Zone 13 Adyar,,Chennai District,Tamil Nadu,IN-TN,600001,India,in,Chennai,Todhunter Nagar,,,,,,,,,,,,,,,,,,,
Taluk Office Road,Zone 13 Adyar,,Chennai District,Tamil Nadu,IN-TN,600001,India,in,Chennai,Srinagar Colony,,,,,,,,,,,,,,,,,,,
,Zone 13 Adyar,,Chennai District,Tamil Nadu,IN-TN,600001,India,in,Chennai,Srinagar Colony,,,,,,,,,,,,,,,,,,,
Sardar Patel Road,Zone 13 Adyar,,Chennai District,Tamil Nadu,IN-TN,600001,India,in,Chennai,Srinagar Colony,,,,,,,,,,,,,,,,,,,
Sardar Patel Road,Zone 13 Adyar,,Chennai District,Tamil Nadu,IN-TN,600001,India,in,Chennai,CMWSSB Division 171,,,,,,,,,,,,,,,,,,,
,Natham,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,603001,India,in,,,,,,,,,,Chengalpattu,,,,,,,,,,,
Chennai - Trichy - Dindugal Road (Old NH45),Gokulapuram,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,603001,India,in,,Vedachalam Nagar,,,,,,,,Chengalpattu,,,,,,,,,,,
Sadras - Chengalpattu - Kancheepuram - Arakkonam - Tiruthani Road,Natham,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,603001,India,in,,,,,,,,,,Chengalpattu,,,,,,,,,,,
Anna Salai (Mount Road),Zone 13 Adyar,,Chennai District,Tamil Nadu,IN-TN,600001,India,in,Chennai,CMWSSB Division 170,,,,,,,,,,,,,,,,,,,
Sadras - Chengalpattu - Kancheepuram - Arakkonam - Tiruthani Road,Natham,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,603001,India,in,,,,,,,,,,Chengalpattu,,,,,,,,,,,
Guindy Bridge,Ward 160,,Chennai District,Tamil Nadu,IN-TN,600001,India,in,Chennai,CMWSSB Division 174,,Zone 12 Alandur,,,,,,,,,,,,,,,,,
Anna Salai (Mount Road),Ward 160,Alandur,Chennai District,Tamil Nadu,IN-TN,600015,India,in,,CMWSSB Division 160,,Zone 12 Alandur,,,,,,,,,,,,,,,,,
Sadras - Chengalpattu - Kancheepuram - Arakkonam - Tiruthani Road,Natham,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,603001,India,in,,,,,,,,,,Chengalpattu,,,,,,,,,,,
Sadras - Chengalpattu - Kancheepuram - Arakkonam - Tiruthani Road,Natham,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,603001,India,in,,,,,,,,,,Chengalpattu,,,,,,,,,,,
Anna Salai (Mount Road),Ward 160,Alandur,Chennai District,Tamil Nadu,IN-TN,600015,India,in,,CMWSSB Division 160,,Zone 12 Alandur,,,,,,,,,,,,,,,,,
Sadras - Chengalpattu - Kancheepuram - Arakkonam - Tiruthani Road,Natham,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,603001,India,in,,,,,,,,,,Chengalpattu,,,,,,,,,,,
Grand Southern Trunk Road,Natham,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,603001,India,in,,,Thimmapuram,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,St. Thomas Mount Cantonment,Alandur,Chennai District,Tamil Nadu,IN-TN,600016,India,in,St.Thomas Mount-Pallavaram Cantonment Board,CMWSSB Division 201,,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,St. Thomas Mount Cantonment,Alandur,Chennai District,Tamil Nadu,IN-TN,600016,India,in,St.Thomas Mount-Pallavaram Cantonment Board,CMWSSB Division 201,,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,Natham,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,603001,India,in,,,Pulippākkam,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,603001,India,in,,,Rajākulipettai,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,603004,India,in,,,Kāndalūr,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,St. Thomas Mount Cantonment,Alandur,Chennai District,Tamil Nadu,IN-TN,600027,India,in,St. Thomas Mount Cantonment,CMWSSB Division 201,,Zone 12 Alandur,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,St. Thomas Mount Cantonment,Alandur,Chennai District,Tamil Nadu,IN-TN,600027,India,in,St. Thomas Mount Cantonment,CMWSSB Division 201,,Zone 12 Alandur,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,Ward 159,Alandur,Chennai District,Tamil Nadu,IN-TN,600027,India,in,St. Thomas Mount Cantonment,CMWSSB Division 159,,Zone 12 Alandur,,18,,Capital Honda,,,,,,,,,,,,,
Grand Southern Trunk Road,Ward 159,Alandur,Chennai District,Tamil Nadu,IN-TN,600027,India,in,St. Thomas Mount Cantonment,CMWSSB Division 159,,Zone 12 Alandur,,18,,Capital Honda,,,,,,,,,,,,,
Grand Southern Trunk Road,Maraimalai Nagar Industrial Area,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,603204,India,in,,,Singaperumal Koil,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,Ward 159,Alandur,Chennai District,Tamil Nadu,IN-TN,600027,India,in,St. Thomas Mount Cantonment,CMWSSB Division 159,,Zone 12 Alandur,,18,,Capital Honda,,,,,,,,,,,,,
Grand Southern Trunk Road,St. Thomas Mount Cantonment,Alandur,Chennai District,Tamil Nadu,IN-TN,600027,India,in,St. Thomas Mount Cantonment,CMWSSB Division 201,,Zone 12 Alandur,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,St. Thomas Mount Cantonment,Alandur,Chennai District,Tamil Nadu,IN-TN,600027,India,in,St. Thomas Mount Cantonment,CMWSSB Division 201,,Zone 12 Alandur,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,Maraimalai Nagar Industrial Area,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,603204,India,in,,,Singaperumal Koil,,,,,,,,,,,,,,,,,,
,,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,603004,India,in,,,Tirutteri,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,St. Thomas Mount Cantonment,Alandur,Chennai District,Tamil Nadu,IN-TN,600027,India,in,St. Thomas Mount Cantonment,CMWSSB Division 201,,Zone 12 Alandur,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,Maraimalai Nagar Industrial Area,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,603204,India,in,,,Singaperumal Koil,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,Tirusulam,Alandur,Chennai District,Tamil Nadu,IN-TN,600043,India,in,,,,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,Tirusulam,Alandur,Chennai District,Tamil Nadu,IN-TN,600043,India,in,,,,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,Chromepet,Pallavaram,Chengalpattu District,Tamil Nadu,IN-TN,600044,India,in,,,,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,Chromepet,Pallavaram,Chengalpattu District,Tamil Nadu,IN-TN,600044,India,in,,,,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,Maraimalai Nagar Industrial Area,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,603204,India,in,,,Singaperumal Koil,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,Chromepet,Pallavaram,Chengalpattu District,Tamil Nadu,IN-TN,600044,India,in,,,,,,159,,Saravana Stores,,,,,,,,,,,,,
Grand Southern Trunk Road,Maraimalai Nagar Industrial Area,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,603204,India,in,,,Singaperumal Koil,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,Maraimalai Nagar Industrial Area,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,603204,India,in,,,Singaperumal Koil,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,Chromepet,Pallavaram,Chengalpattu District,Tamil Nadu,IN-TN,600044,India,in,,,,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,Chromepet,Pallavaram,Chengalpattu District,Tamil Nadu,IN-TN,600044,India,in,,,,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,Maraimalai Nagar Industrial Area,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,603204,India,in,,,Singaperumal Koil,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,Chromepet,Pallavaram,Chengalpattu District,Tamil Nadu,IN-TN,600044,India,in,,,,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,Chromepet,Pallavaram,Chengalpattu District,Tamil Nadu,IN-TN,600044,India,in,,,,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,Maraimalai Nagar Industrial Area,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,603204,India,in,,,Singaperumal Koil,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,Maraimalai Nagar Industrial Area,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,603204,India,in,,,Singaperumal Koil,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,Maraimalai Nagar Industrial Area,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,603204,India,in,,,Singaperumal Koil,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,603202,India,in,,,Guduvancheri,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,East Tambaram,Tambaram,Chengalpattu District,Tamil Nadu,IN-TN,600059,India,in,Tambaram,,,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,East Tambaram,Tambaram,Chengalpattu District,Tamil Nadu,IN-TN,600059,India,in,Tambaram,,,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,East Tambaram,Tambaram,Chengalpattu District,Tamil Nadu,IN-TN,600059,India,in,Tambaram,,,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,East Tambaram,Tambaram,Chengalpattu District,Tamil Nadu,IN-TN,600059,India,in,Tambaram,,,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,603202,India,in,,,Guduvancheri,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,603202,India,in,,,Guduvancheri,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,East Tambaram,Tambaram,Chengalpattu District,Tamil Nadu,IN-TN,600059,India,in,Tambaram,,,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,603201,India,in,,,Guduvancheri,,,29,GRK homes,,,,,,,,,,,,,,
Grand Southern Trunk Road,,Tambaram,Chengalpattu District,Tamil Nadu,IN-TN,600045,India,in,Tambaram,,,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,Irumbuliyur,Tambaram,Chengalpattu District,Tamil Nadu,IN-TN,600045,India,in,Tambaram,,,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,Irumbuliyur,Tambaram,Chengalpattu District,Tamil Nadu,IN-TN,600045,India,in,Tambaram,,,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,Irumbuliyur,Tambaram,Chengalpattu District,Tamil Nadu,IN-TN,600045,India,in,Tambaram,,,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,Irumbuliyur,Tambaram,Chengalpattu District,Tamil Nadu,IN-TN,600045,India,in,Tambaram,Peerkankaranai,,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,Urapakkam,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,603202,India,in,,,Guduvancheri,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,Irumbuliyur,Tambaram,Chengalpattu District,Tamil Nadu,IN-TN,600045,India,in,Tambaram,Peerkankaranai,,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,Irumbuliyur,Tambaram,Chengalpattu District,Tamil Nadu,IN-TN,600045,India,in,Tambaram,Peerkankaranai,,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,Perungalathur,Tambaram,Chengalpattu District,Tamil Nadu,IN-TN,600045,India,in,Tambaram,Peerkankaranai,,,,,,,,,,,,,,,,,,,
,Urapakkam,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,603211,India,in,,,,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,Perungalathur,Tambaram,Chengalpattu District,Tamil Nadu,IN-TN,600045,India,in,Tambaram,Peerkankaranai,,,,,,,,,,,,,,,,,,,
,Urapakkam,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,603211,India,in,,,,,,,,,,,,,,,,,,,,,
Kilambakkam - Athanur Road,Urapakkam,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,603211,India,in,,,,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,Perungalathur,Tambaram,Chengalpattu District,Tamil Nadu,IN-TN,600045,India,in,Tambaram,Peerkankaranai,,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,Perungalathur,Tambaram,Chengalpattu District,Tamil Nadu,IN-TN,600045,India,in,Tambaram,Peerkankaranai,,,,,,,,,,,,,,,,,,,
Chennai Bypass Expressway,Anakaputhur,Pallavaram,Chengalpattu District,Tamil Nadu,IN-TN,600122,India,in,,,Tharapakkam,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,Vandalur,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,603210,India,in,,,,,,,,,,,,,,,,,,,,,
Chennai Bypass Expressway,Anakaputhur,Pallavaram,Chengalpattu District,Tamil Nadu,IN-TN,600122,India,in,,,Tharapakkam,,,,,,,,,,,,,,,,,,
Chennai Bypass Expressway,Anakaputhur,Pallavaram,Chengalpattu District,Tamil Nadu,IN-TN,600070,India,in,,,Tharapakkam,,,,,,,,,,,,,,,,,,
Chennai Bypass Expressway,Anakaputhur,Pallavaram,Chengalpattu District,Tamil Nadu,IN-TN,600070,India,in,,,Tiruneermalai,,,,,,,,,,,,,,,,,,
Chennai Bypass Expressway,Anakaputhur,Pallavaram,Chengalpattu District,Tamil Nadu,IN-TN,600070,India,in,,,Tiruneermalai,,,,,,,,,,,,,,,,,,
BS Abdur Rahman University Gate,Urapakkam,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,603210,India,in,,,,,BS Abdur Rahman University,,,,,,,,,,,,,,,,
Vandalur - Mambakkam - Kelambakkam Road,Kolapakkam,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,600127,India,in,,,Rathinamangalam,,,,,,,,,,,,,,,,,,
Vandalur - Mambakkam - Kelambakkam Road,Kolapakkam,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,600127,India,in,,,Rathinamangalam,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,Urapakkam,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,603210,India,in,,,Guduvancheri,,Spicy Biriyani,118,,,,,,,,,,,,,,,
Outer Ring Road,Vandalur,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,603210,India,in,,,,,,,,,,,,,,,,,,,,,
Outer Ring Road,Manivakkam,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,603210,India,in,,,,,,,,,,,,,,,,,,,,,
Outer Ring Road,Mudichur,Tambaram,Chengalpattu District,Tamil Nadu,IN-TN,600045,India,in,Tambaram,,,,,,,,,,,,,,,,,,,,
Outer Ring Road,Mudichur,Tambaram,Chengalpattu District,Tamil Nadu,IN-TN,600045,India,in,Tambaram,,,,,,,,,,,,,,,,,,,,
Outer Ring Road,Perungalathur,Tambaram,Chengalpattu District,Tamil Nadu,IN-TN,600045,India,in,Tambaram,,,,,,,,,,,,,,,,,,,,
Outer Ring Road,Perungalathur,Tambaram,Chengalpattu District,Tamil Nadu,IN-TN,600045,India,in,Tambaram,,,,,,,,,,,Sriperumbudur,,,,,,,,,
Outer Ring Road,,,,Tamil Nadu,IN-TN,600063,India,in,,,,,,,,,,,,Sriperumbudur,Kanchipuram District,,,,,,,,
Outer Ring Road,,,,Tamil Nadu,IN-TN,600063,India,in,,,,,,,,,,,,Sriperumbudur,Kanchipuram District,,,,,,,,
Outer Ring Road,,,,Tamil Nadu,IN-TN,600063,India,in,,,Dharkas,,,,,,,,,Sriperumbudur,Kanchipuram District,,,,,,,,
Outer Ring Road,,,,Tamil Nadu,IN-TN,600045,India,in,,,Erumaiyur,,,,,,,,,Sriperumbudur,Kanchipuram District,,,,,,,,
Outer Ring Road,,,,Tamil Nadu,IN-TN,600045,India,in,,,Erumaiyur,,,,,,,,,Sriperumbudur,Kanchipuram District,,,,,,,,
Outer Ring Road,,,,Tamil Nadu,IN-TN,600045,India,in,,,Erumaiyur,,,,,,,,,Sriperumbudur,Kanchipuram District,,,,,,,,
Outer Ring Road,,,,Tamil Nadu,IN-TN,600045,India,in,,,Erumaiyur,,,,,,,,,Sriperumbudur,Kanchipuram District,,,,,,,,
Thirumudivakkam High Road,,Pallavaram,Chengalpattu District,Tamil Nadu,IN-TN,600069,India,in,,,,,,,,,,,,,,Thirumudivakkam SIDCO Industrial Estate,,,,,,,
Grand Southern Trunk Road,Urapakkam,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,603202,India,in,,,Guduvancheri,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,Urapakkam,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,603202,India,in,,,Guduvancheri,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,Urapakkam,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,603202,India,in,,,Guduvancheri,,,,,,,,,,,,,,,,,,
Outer Ring Road,Vandalur,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,603210,India,in,,,,,,,,,,,,,,,,,,,,,
Vandalur - Mambakkam - Kelambakkam Road,Kolapakkam,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,600127,India,in,,,Rathinamangalam,,,,,,,,,,,,,,,,,,
BS Abdur Rahman University Gate,Urapakkam,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,603210,India,in,,,,,BS Abdur Rahman University,,,,,,,,,,,,,,,,
Vandalur - Mambakkam - Kelambakkam Road,Kolapakkam,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,600127,India,in,,,Rathinamangalam,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,Vandalur,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,603210,India,in,,,,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,Urapakkam,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,603210,India,in,,,,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,Urapakkam,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,603210,India,in,,,,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,Urapakkam,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,603211,India,in,,,Guduvancheri,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,Urapakkam,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,603211,India,in,,,Guduvancheri,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,Urapakkam,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,603211,India,in,,,Guduvancheri,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,Urapakkam,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,603211,India,in,,,Guduvancheri,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,Urapakkam,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,603211,India,in,,,Guduvancheri,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,Urapakkam,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,603211,India,in,,,Guduvancheri,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,Urapakkam,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,603211,India,in,,,Guduvancheri,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,603202,India,in,,,Guduvancheri,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,603202,India,in,,,Guduvancheri,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,603202,India,in,,,Guduvancheri,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,603202,India,in,,,Guduvancheri,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,603202,India,in,,,Guduvancheri,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,603203,India,in,,,Potheri,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,603203,India,in,,,Potheri,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,603203,India,in,,,Potheri,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,Maraimalai Nagar Industrial Area,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,603203,India,in,,,Kattangulathur,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,Maraimalai Nagar Industrial Area,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,603203,India,in,,,Kattangulathur,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,Maraimalai Nagar Industrial Area,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,603203,India,in,,,Kattangulathur,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,Maraimalai Nagar Industrial Area,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,603203,India,in,,,Kattangulathur,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,Maraimalai Nagar Industrial Area,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,603203,India,in,,,Kattangulathur,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,Maraimalai Nagar Industrial Area,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,603204,India,in,,,Singaperumal Koil,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,Maraimalai Nagar Industrial Area,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,603204,India,in,,,Singaperumal Koil,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,603204,India,in,,,Singaperumal Koil,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,603204,India,in,,,Singaperumal Koil,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,603204,India,in,,,Singaperumal Koil,,,,,,,,,,,,,,,,,,
,,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,603004,India,in,,,,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,603004,India,in,,,Rajākulipettai,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,603004,India,in,,,Rajākulipettai,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,603001,India,in,,,Rajākulipettai,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,Natham,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,603001,India,in,,,Pulippākkam,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,Natham,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,603001,India,in,,,Thimmapuram,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,Natham,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,603001,India,in,,,Thimmapuram,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,Natham,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,603001,India,in,,,Thimmapuram,,,,,,,,,,,,,,,,,,
Sadras - Chengalpattu - Kancheepuram - Arakkonam - Tiruthani Road,Natham,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,603001,India,in,,,,,,,,,,Chengalpattu,,,,,,,,,,,
,Gokulapuram,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,603001,India,in,,Vedachalam Nagar,,,,,,,,Chengalpattu,,,,,,,,,,,
Chennai - Trichy - Dindugal Road (Old NH45),Gokulapuram,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,603001,India,in,,Vedachalam Nagar,,,,,,,,Chengalpattu,,,,,,,,,,,
Chennai - Trichy - Dindugal Road (Old NH45),Gokulapuram,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,603001,India,in,,Vedachalam Nagar,,,,,,,,Chengalpattu,,,,,,,,,,,
Chennai - Trichy - Dindugal Road (Old NH45),Gokulapuram,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,603001,India,in,,Vedachalam Nagar,,,,,,,,Chengalpattu,,,,,,,,,,,
,Gokulapuram,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,603001,India,in,,Vedachalam Nagar,,,,,,,,Chengalpattu,,,,,,,,,,,
Grand Southern Trunk Road,Garden City,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,603001,India,in,,,,,,,,,,Chengalpattu,,,,,,,,,,,
Chennai - Trichy - Dindugal Road (Old NH45),Gokulapuram,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,603001,India,in,,Vedachalam Nagar,,,,,,,,Chengalpattu,,,,,,,,,,,
Chennai - Trichy - Dindugal Road (Old NH45),Gokulapuram,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,603001,India,in,,Vedachalam Nagar,,,,,,,,Chengalpattu,,,,,,,,,,,
Chennai - Trichy - Dindugal Road (Old NH45),,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,603001,India,in,,,,,,,,,,Chengalpattu,,,,,,,,,,,
Chennai - Trichy - Dindugal Road (Old NH45),,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,603001,India,in,,,Vedanārāyanapuram,,,,,,,,,,,,,,,,,,
Chennai - Trichy - Dindugal Road (Old NH45),,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,603001,India,in,,,,,,,,,,Chengalpattu,,,,,,,,,,,
